SENIORS,Amical,SENIORS B,AMBILLOU ASVR 1,2020-08-16,15:30,STADE D'AMBILLOU,AMBILLOU
SENIORS,Coupe de France,SENIORS A,AMBILLOU ASVR 1,2020-08-16,15:00,,AMBILLOU
SENIORS,Amical,SENIORS C,AMBILLOU ASVR 1,2020-08-16,15:30,,
